date,expression,value
01230044,0-40/2+10*4*3,100
01230045,1-20-0-30+54,5
01230046,60-12+0-43+0,5
01230047,0+1+42-0-0-37,6
01230048,0-43+10+80/2,7
01230049,0+39-2-40+10,7
01230050,50-0-3*10-0-2,18
01230051,30-0+0-5-21-1,3
01230052,32-20-0-5-0-1,6
01230053,0-32-1-0+30+5,2
01230054,0+40-1+2-35+0,6
01230055,2*15+0+30-50,10
01230056,5-13-0+20+0-6,6
01230057,0+27-50+0+31,8
01230058,0+52-80+31+0,3
01230059,0+0+10-35+29,4
01230100,0+20/10+3-0+1,6
01230101,0-0-13+10*2-1,6
01230102,2*20/10-0-3/1,1
01230103,1+3-10+30-20,4
01230104,32-40+0+10*1,2
01230105,10/2-30/15-0,3
01230106,3+10-0+1-20+6,0
01230107,30/10-17+20,6
01230108,0+80-10-21*3,7
01230109,29+1-0-30+0+1,1
01230110,31*1-0-0-1-20,10
01230111,10/2+10-13+1,3
01230112,23/10*10-21,2
01230113,2+30/3-11+0-1,0
01230114,14/1-0-0+2-13,3
01230115,30/1-0+21-51,0
01230116,10*1-30/2+16,11
01230117,1*21/3-10+7-0,4
01230118,3+0+0-11+18/2,1
01230119,12-91/13-0+0,5
01230120,10*2-20-0+3+1,4
01230121,11+0-0-12/3/2,9
01230122,10+0+3+2*2-12,5
01230123,0+11-32-0+23,2
01230124,42-30+2*1-10,4
01230125,0-5+31-2-20+1,5
01230126,0-32+11+60/2,9
01230127,23*10/10-2*7,9
01230128,28-31+0+2+10,9
01230129,12-90/30-2+1,8
01230130,0+13+0-20+13,6
01230131,20+0-1*13+1*3,10
01230132,10+2-3+3-10+2,4
01230133,23-1-0-13-0-3,6
01230134,43-3+0-21-10,9
01230135,3-0-1-10+23-5,10
01230136,10-3+3-0-12+6,4
01230137,20-1-37+30-1,11
01230138,0-8-13-0+32-1,10
01230139,90/3/1-23+0-1,6
01230140,34-10-0-20-1,3
01230141,14-20+10-1-3,0
01230142,42-13/1+0-20,9
01230143,31-0+0-31-2+4,2
01230144,14+21-0-0-34,1
01230145,5-0+0-31+14*2,2
01230146,6-0-3*11+40-2,11
01230147,71-10+4-3*20,5
01230148,0+13*1-40/8-2,6
01230149,0-1+42-39*1-0,2
01230150,0-0+0+21-15+3,9
01230151,15+0+1*13-20,8
01230152,0+1*50-32-12,6
01230153,31-52+0+30*1,9
01230154,10+32+14-50,6
01230155,1*5-50+30+21,6
01230156,0-13-0+5+16/2,0
01230157,10/2+5-10+3+7,10
01230158,21-0-13-0-8+5,5
01230159,0-9+0-21+1+35,6
01230200,30*20/20-10,20
01230201,1*23-12+0+0+0,11
01230202,0-0+2-12+30/2,5
01230203,0+2*3-30/10+2,5
01230204,0+0+30-2-24+1,5
01230205,32+0-25+1+0+0,8
01230206,0+0+32*2-61+0,3
01230207,1*7+0+23-20-0,10
01230208,20-0+3-0-18-2,3
01230209,0-23+1-0+29-0,7
01230210,0+11-30-0+22,3
01230211,1+2*3+12-10+0,9
01230212,0-23+11+20-2,6
01230213,0-21+20-3+13,9
01230214,0-10+21/2/3*4,4
01230215,25+10-31+0-2,2
01230216,0+0+22/11*6-3,9
01230217,71*20/10-32,110
01230218,22-0+8+1-30-1,0
01230219,20-31+9+10/2,3
01230220,12-30-0+20-2,0
01230221,0-2+1*32/1-20,10
01230222,32-0-10-22/2,11
01230223,12*3-22+0-0-3,11
01230224,0+22+2-13-4+0,7
01230225,0-10+5-22+32,5
01230226,20+22*1-36+0,6
01230227,10+0-32-2+27,3
01230228,20+20+1-2-38,1
01230229,20+12+0-29+3,6
01230230,3+3-0-20/20/1,5
01230231,2*1-0-0+32-31,3
01230232,30-22-10+2*3,4
01230233,2-0-32/1-0+33,3
01230234,20+4+0+3+1-23,5
01230235,53-20-1-23+0,9
01230236,32-30-12/6+0,0
01230237,30+0-3/2*12-7,5
01230238,12-2+30+0-38,2
01230239,30-0+19-23*2,3
01230240,32-40+10+2-0,4
01230241,3*2-14+20-0-1,11
01230242,4-0-20-1+23-2,4
01230243,0-20-21+43+3,5
01230244,3-1+4*40/20-2,8
01230245,0-15-3+0+42/2,3
01230246,0-24/2-16+30,2
01230247,34-2+10+70-2,110
01230248,0+83-0-2*42+1,0
01230249,0-19+4+0+23-2,6
01230250,22-0-1+30-50,1
01230251,5+0-12/12-0-3,1
01230252,5+12+20-30-2,5
01230253,32/52*13-0-0,8
01230254,0-0+4/1-25+32,11
01230255,5+20+2-13-0-5,9
01230256,23-16-20/5-0,3
01230257,17-32-5+0+20,0
01230258,0-5+82-0+32+1,110
01230259,3-90/2+50+1+2,11
01230300,33+10+0-0-20,23
01230301,13+0-0-30+21,4
01230302,30/2-31+20+0,4
01230303,1+0-3/30*30+2,0
01230304,1+33-24-0-0-0,10
01230305,1*3*20+0-50-3,7
01230306,0+0-1*32+36-0,4
01230307,27+30/10-30,0
01230308,82+0-0+31-0-3,110
01230309,3*90/3+21+0-0,111
01230310,30+2+0-3*10*1,2
01230311,10-0-31+21+3,3
01230312,3+0+23-10-12,4
01230313,0+2+33-30*1+1,6
01230314,32+0+0-13-14,5
01230315,32+50+30*1-1,111
01230316,3*26-0-0+11*3,111
01230317,0+3-27/3*1+10,4
01230318,0+38+1-1-30-2,6
01230319,32+11+0+0-39,4
01230320,30-1-23+0+0-2,4
01230321,0-13+2+20/1-3,6
01230322,2-33+21+20-0,10
01230323,3+2-1-30+32-0,6
01230324,23-42*10/30,9
01230325,3-1*23+25+0-0,5
01230326,20-31+30/2+6,10
01230327,72+0+1+0-33*2,7
01230328,3*20-38+0-21,1
01230329,0+1*2*39+30+2,110
01230330,30-30/30*21,9
01230331,11-30/3+3+0-2,2
01230332,0-0+23/23+3-1,3
01230333,32-0-30+3*3-1,10
01230334,24-30*1-0+3*3,3
01230335,1-0-0-32+35-3,1
01230336,33-16*2+3+0+0,4
01230337,33-21-3-0+0-7,2
01230338,80+20-3*31-3,4
01230339,0-30+39+1+2-3,9
01230340,4+0-23-1+30-0,10
01230341,11+24-30-3-0,2
01230342,43+0-23-12-0,8
01230343,1*30-40/2-3/3,9
01230344,2+3+43+0-41-0,7
01230345,5*32/40-0-1+3,6
01230346,14-0+26+0-33,7
01230347,73+2*4+30-1+0,110
01230348,0+8+3*2-41+30,3
01230349,91-40-30/2*3,6
01230350,2+50-30-13-0,9
01230351,1+5-0+0+32-31,7
01230352,13-0+20-35+2,0
01230353,30+0-5-13-3+2,11
01230354,3-30+2+41-5-0,11
01230355,0+31-50+25+3,9
01230356,0+32-36+0+15,11
01230357,7-20+51-30-3,5
01230358,8-30/30+1-5+2,5
01230359,59+0-3*10-23,6
01230400,0+0+4*30-21+0,99
01230401,24+1+10-0-30,5
01230402,0+0-20+34-12,2
01230403,4*2-31+0+0+30,7
01230404,0-0-4-32+40-1,3
01230405,0-0+25-13+0-4,8
01230406,34*2+0+0-10*6,8
01230407,0+20+1-47+30,4
01230408,0-0+3+18+4-20,5
01230409,31-40-0+2+9+0,2
01230410,20/10+0-3/1+4,3
01230411,3+10-10+12/4,6
01230412,0+11+0-24/3-2,1
01230413,33+0-4+1-20+1,11
01230414,34-1*21-0-4+0,9
01230415,1*20/1+34-50,4
01230416,42*30/60-11,10
01230417,10*10/4*3-72,3
01230418,0+43-20-18-1,4
01230419,14-29+30-10,5
01230420,21+30+20+40,111
01230421,3*21-10+0-42,11
01230422,2+22+0-14+0-3,7
01230423,30+0+12*2-43,11
01230424,23+4+0+0-21+4,10
01230425,23*20-45*10,10
01230426,3-1+6-0+20-24,4
01230427,1*2-0-30+74/2,9
01230428,18-2/20*4*30,6
01230429,40+0-1+2-32-9,0
01230430,40-32-1*3+0+0,5
01230431,0-41-3+21+30,7
01230432,10-32+23+0+4,5
01230433,0+30-33+14-2,9
01230434,0-13+20+3/4*4,10
01230435,30+31-2+0-54,5
01230436,60/30+41-32,11
01230437,1-2+0-0-34+37,2
01230438,0+40/8+31-32,4
01230439,1*30+9-30-2-4,3
01230440,1-0+3-40-2+40,2
01230441,34+10+0-42*1,2
01230442,2+30-42+14-0,4
01230443,30-0-44+13+2,1
01230444,31+24-0-0-44,11
01230445,50-3-4-1-40-2,0
01230446,32-46-0+0+14,0
01230447,17-0+2+30-44,5
01230448,80+14-0-43*2,8
01230449,1*20-49+34+0,5
01230450,0+52/13+0+0-4,0
01230451,35-11+0-20+4,8
01230452,45+21-0-30*2,6
01230453,0+31-54+32+0,9
01230454,14-4-2-30/5+0,2
01230455,1+0+53-0-45+2,11
01230456,31-5+24+60-0,110
01230457,57-24-30/1-0,3
01230458,80-3/2*54-0+1,0
01230459,10+90+35-24,111
01230500,10-0-20+53+0,43
01230501,0+15*10/30-2,3
01230502,10*3/20*2+5+0,8
01230503,25+0-30+13+0,8
01230504,53+0-0-2-41+0,10
01230505,3*1*50*2/50+0,6
01230506,25+0-0-0-13-6,6
01230507,0+72-13+0-50,9
01230508,18*20/30-0-5,7
01230509,59-1-20-30-0,8
01230510,1+3/15*20-0+0,5
01230511,20*3*1-1*50*1,10
01230512,30-1*12-2*5-0,8
01230513,0+1+1*30-25-3,3
01230514,11*4+20-0-53,11
01230515,15-20/30*15,5
01230516,36-0-15-20/1,1
01230517,15+0-23+10+7,9
01230518,0-0+31-58/2-1,1
01230519,95+0+0+3/1+12,110
01230520,0+32-1*50+20,2
01230521,50/1/2-0-12-3,10
01230522,32+22*1+0-50,4
01230523,30+32-50*1-2,10
01230524,0+2*23+10-45,11
01230525,2-5+30/25*10,9
01230526,0+60/2-15-2-3,10
01230527,0+50+27+31+2,110
01230528,20*12/80/3+5,6
01230529,0+51-32-0+92,111
01230530,10+25-30+3-0,8
01230531,20-31-31+50,8
01230532,0-5+12-30+32,9
01230533,30*3+52-0-31,111
01230534,3-0-20+54/3+1,2
01230535,10+5+3-23-0+5,0
01230536,13-23+60-50,0
01230537,12/3/70*35-0,2
01230538,33+80+0+1-5+2,111
01230539,10+5*9-23-30,2
01230540,3-0+40/20+1+5,11
01230541,31-50*1+40/2,1
01230542,25-0-41+3+20,7
01230543,0+10-5+34-32,7
01230544,40-0-1-43+2+5,3
01230545,5-42-0+50-1-3,9
01230546,34-60+0+25+1,0
01230547,5+20-37+0+14,2
01230548,20/8*30-5*14,5
01230549,92-0-4-50-31,7
01230550,0-21+35-5+0-0,9
01230551,0-12/3+15+0-5,6
01230552,20-5/5-0-21+3,1
01230553,0+50-35-1-2-3,9
01230554,50+15-2*30-4,1
01230555,55+35+0+20/1,110
01230556,50+25-60-13,2
01230557,1+0+5/75*30-2,1
01230558,51-28+30-50,3
01230559,3+0-15+20/5+9,1
01230600,60+0+12-0+0+3,75
01230601,0-0+0+31-26+1,6
01230602,30-60+21+20,11
01230603,0-36+10+32-0,6
01230604,40-60-0+31-2,9
01230605,50/10+2+6+0-3,10
01230606,30-0-0-26+1+6,11
01230607,70-1-2*3-60-0,3
01230608,38+60*1+0+2-0,100
01230609,0-1+2*30*6/90,3
01230610,20/60*3-1/1+0,0
01230611,21+16-31-0+0,6
01230612,3-1+2-60/10/2,1
01230613,0-3+30-6-12/1,9
01230614,0-10+2-1+36/4,0
01230615,0+1+60/5-21/3,6
01230616,0+36-26-1*10,0
01230617,2-0+30+7/1+61,100
01230618,0-3+18-0+2-16,1
01230619,1+1-90/30*2+6,2
01230620,3-0+20/1/20*6,9
01230621,30-6-2-1-1*20,1
01230622,22+0+10-32+6,6
01230623,1-62-0+30+32,1
01230624,2*30-62-4+10,4
01230625,0-25+0+3+16*2,10
01230626,62-60-0+12/3,6
01230627,32+21+7-0-60,0
01230628,32+20-10*6+8,0
01230629,22-10-3+0-9+6,6
01230630,0-36/3+10*2-0,8
01230631,33-0-21-10+6,8
01230632,22+3+6/1-30+0,1
01230633,10+33+2-36+0,9
01230634,30+3+21*4-6+0,111
01230635,53+0-60+21-3,11
01230636,0-23-0+16+3+6,2
01230637,0+60+73-1-32,100
01230638,8*12+0-63-30,3
01230639,0-12/6-30+39,7
01230640,0-10-0+43-26,7
01230641,41-6-0-23-10,2
01230642,34+16-0-20*2,10
01230643,0-34+0+63-21,8
01230644,4*12+3+0-40-6,5
01230645,4/3+2*50/60+1,4
01230646,16+0+0+32-46,2
01230647,0+72-64+0-3/1,5
01230648,10-0-24*3/8+6,7
01230649,3+9-40*12/60,4
01230650,60/20+13+0-5,11
01230651,0-11-0+23*5+6,110
01230652,0+5-0+2+61+32,100
01230653,30/3-60/5*1/2,4
01230654,30+46/1/2-50,3
01230655,0+5*5+13+62-0,100
01230656,50/6*2*3/10+6,11
01230657,60/20+13-7-5,4
01230658,0-5-0-21+36-8,2
01230659,32-9-16-0-0-5,2
01230700,21+70-0-0-0-3,88
01230701,7+3+10/10+0-2,9
01230702,0-3-20-0+27*1,4
01230703,0+1-3-20*3+70,8
01230704,0+4-0+20-7-13,4
01230705,70+2-0-10-53,9
01230706,76+1+23+0-0+0,100
01230707,7+32+70-0+1+0,110
01230708,87+21+0-0-0+3,111
01230709,9-10-27+0+30,2
01230710,3-1-10+20-0-7,5
01230711,11+0-30+21+7,9
01230712,2-20*1/10+3+7,10
01230713,27-13+0-10+3,7
01230714,0+4+30-11-2*7,9
01230715,30*1*5-71*2-0,8
01230716,6/1*13+0+0-72,6
01230717,11+0-27+30-7,7
01230718,0-1*27+1*38-0,11
01230719,30-0+72-11+9,100
01230720,0+0+0+72-3*21,9
01230721,0-10+37-22/1,5
01230722,2-30+21-7+20,6
01230723,0+0+12-37+32,7
01230724,41-3-22+0+0-7,9
01230725,5/12-30/72+0,0
01230726,63*10/2*2/70,9
01230727,37+1-0-22+0-7,9
01230728,20*81/27/30,2
01230729,3-20-72+1*90,1
01230730,30-30+7+2*1-0,9
01230731,11/30*30-7-2,2
01230732,0-27+33-0+1*2,8
01230733,23-0-3-0-17-3,0
01230734,73-1*32-40+0,1
01230735,50+33-10+27,100
01230736,6/2*70/30+3-1,9
01230737,27-30*1/3-7-0,10
01230738,70+0-31-38+2,3
01230739,0-73*1+20*9+3,110
01230740,40-70+10+23,3
01230741,30-17-10/2-4,4
01230742,0-3-2-10+72/4,3
01230743,17+34-20-30,1
01230744,40-4*1-37+0+2,1
01230745,0+35+20-47/1,8
01230746,6+20+31-47-0,10
01230747,4-0-73+0+72/1,3
01230748,2*38-7*10+0-4,2
01230749,10+94-20-73,11
01230750,7-2*15+30-0-0,7
01230751,10/5-27+1*30,5
01230752,1+0+22+57+30,110
01230753,0+12*35/30-7,7
01230754,54-17+0-30+2,9
01230755,52+30-1-70-5,6
01230756,70+2+3-16-50,9
01230757,7+50+2-70+13,2
01230758,0+80-5*1-37*2,1
01230759,3+2+70-10+9*5,110
01230800,0-8+23+10-0+0,25
01230801,0-10+8-0+12-3,7
01230802,1+32+0-0-0-28,5
01230803,3-0+28+10-30,11
01230804,30-4-2*80/10,10
01230805,0-21-50+80-3,6
01230806,6+0+30-10-2*8,10
01230807,3-20+17-0+0+8,8
01230808,0+0+23+1*88-0,111
01230809,10-92+80+0+3,1
01230810,8+0-30+11+20,9
01230811,23-0+1-18+0-1,5
01230812,1-21-8+32+0+0,4
01230813,81/3-1*20+3-0,10
01230814,1+0-4+83+20*1,100
01230815,58+0-20-31/1,7
01230816,8/26*13+1-0-0,5
01230817,71-83-0-1+20,7
01230818,8+8+11*2-30+0,8
01230819,10/10+92-83,10
01230820,80/1-30-2*20,10
01230821,10-28+0+23*1,5
01230822,0-0-23+1*28+2,7
01230823,0-21/3-8+20-3,2
01230824,30-28+12-0-4,10
01230825,2+38+21+50-0,111
01230826,60-30/1-22-8,0
01230827,2+81+37-0-20,100
01230828,0-81+28+30*2,7
01230829,32-20-91+80,1
01230830,20-0-10-8*3/3,2
01230831,10/1*32/80-3,1
01230832,8+3-12*20/30,3
01230833,3+23-3-0-18-0,5
01230834,0+23*4-0-83-1,8
01230835,52+0+0-33-8*1,11
01230836,6-0-20+31+83,100
01230837,2+30+0+7-38-1,0
01230838,3*3-82+0+81+0,8
01230839,90*2-38-31+0,111
01230840,4+28-1+0-30+0,1
01230841,13-12/4-0-0-8,2
01230842,30*8/24/10+2,3
01230843,8-23+30-14-0,1
01230844,40+42-80+3/1,5
01230845,0+52/1+0-43-8,1
01230846,1*82-0-40-36,6
01230847,70-1-0-38-24,7
01230848,24-8+0+81+0+3,100
01230849,10/40*3+2*9/8,3
01230850,38+1-50+20-0,9
01230851,83+0-51+0-21,11
01230852,21+8-20-0-3-5,1
01230853,33+0+81-0-5+2,111
01230854,2+5*10+3-0-48,7
01230855,32+0-58/10*5,3
01230856,0-60+8+51+3+2,4
01230857,7+81+0-3+25+0,110
01230858,85-12+0+0+38,111
01230859,0-9*2+81-3+50,110
01230900,91+0-0+0+20*3,151
01230901,39-11+0+0-20,8
01230902,90*1/30-0-2+2,3
01230903,10*30/3+0+9+2,111
01230904,9-30+24+0+0+1,4
01230905,0+50-0-1*32-9,9
01230906,60-10*3-0-29,1
01230907,70-90-2+31+0,9
01230908,0+9+30-20-18,1
01230909,0-90/1+90+3*2,6
01230910,2-0-30+19+10,1
01230911,19+0+0-2-13+1,5
01230912,32-21*1-0+0-9,2
01230913,13-19-0-3+20,11
01230914,3*11-9-20-0-4,0
01230915,12-50+30+1*9,1
01230916,12+9-6+0-10-3,2
01230917,71+0-0-92+31,10
01230918,0-13+91-80+2,0
01230919,0-2+93+1-90-1,1
01230920,0+23-29-0+10,4
01230921,0-2-19+0+23/1,2
01230922,0+22-1+2+90-3,110
01230923,32-0+9-31+0-2,8
01230924,9-0-42+12+30,9
01230925,92-31-52-0+0,9
01230926,6-0-29+1+23-0,1
01230927,92*2-3+0-70*1,111
01230928,0-0+12/3*9-28,8
01230929,30-20+19-29,0
01230930,29+0-30-3+10,6
01230931,30*1-0-13-2-9,6
01230932,32-0+2*19+30,100
01230933,93*20/31/30,2
01230934,0+2+0-94+3*31,1
01230935,0+51+0-9*2-33,0
01230936,0+96-3*32*1-0,0
01230937,20*3+10-3-9*7,4
01230938,9+0+8+23*1-30,10
01230939,0+3+0-19+29-3,10
01230940,0-14-20+39-0,5
01230941,9-0+1+3*20+41,111
01230942,41+29-30*2+0,10
01230943,0+3+19-0+3-24,1
01230944,49-0-3*2-41-0,2
01230945,20+10-4-3-5-9,9
01230946,4-0-6-9-12+30,7
01230947,70-13+40-92,5
01230948,3+0+0-1-84+92,10
01230949,9-1*90-0+43*2,5
01230950,10-0+9+32-50,1
01230951,0+30-51+29/1,8
01230952,1*29-25+3-0+0,7
01230953,0+9-33-21+50,5
01230954,0+3/90*45*2-1,2
01230955,5+35-21+0+0-9,10
01230956,9+26*35/10-0,100
01230957,1+0+27-35+0+9,2
01230958,90-0-12-83+5,0
01230959,19+0-50+32+9,10
01231000,10-2+0+0+30-1,37
01231001,31*1-10+0-20,1
01231002,3-21-0+0-0+21,3
01231003,0+2+31+0-3*10,3
01231004,34-20-11+0+0,3
01231005,30/10/1+20/5,7
01231006,0-0+0+21-13-6,2
01231007,37-10*1-20-0,7
01231008,11+0-0+0-32/8,7
01231009,0-19+3+0+10*2,4
01231010,0+30+0-21-1*1,8
01231011,1-1*13-0+10+2,0
01231012,12/3+0+12-10,6
01231013,30/1-31+0+2*1,1
01231014,30-4*2-11-1-0,10
01231015,21-30*1+0+15,6
01231016,21+30+60-1*1,110
01231017,0+11+17-3-20,5
01231018,8-0+10+1-12-3,4
01231019,12-13-0+0+9+1,9
01231020,20-30-0-1+12,1
01231021,0-3-2-10+21*1,6
01231022,13-20+12+0+2,7
01231023,23-20-0+3/1-1,5
01231024,32/1-42+10-0,0
01231025,0-30+21+21-5,7
01231026,3-12-10+20+6,7
01231027,17+10+0+2-23,6
01231028,18+10-2+0-23,3
01231029,31-0+2-29-1-0,3
01231030,10-0-32+31-0,9
01231031,0+2*11-30+13,5
01231032,32-20+10-13,9
01231033,13+30-32/1+0,11
01231034,40/3*1*3/20-1,1
01231035,1*1-2+5+30/30,5
01231036,0+3-16+0-3+21,5
01231037,30+1-7-20/1-3,1
01231038,1*18*30/20/3,9
01231039,20-3-0+11-3*9,1
01231040,0-20+0+13+14,7
01231041,30+21-10*4*1,11
01231042,4+20-30+11-2,3
01231043,3+40-12-1*30,1
01231044,41-43-0-0+2*1,0
01231045,40-15-0-23+1,3
01231046,13-60+4*12-0,1
01231047,0+30*2-71+14,3
01231048,0+0+23/1*4-81,11
01231049,1*2-4+90/30-1,0
01231050,0-51+30+21-0,0
01231051,3+12+10*10-5,110
01231052,10+2-0-52/13,8
01231053,53-30-0-12/1,11
01231054,1+2-50+43+10,6
01231055,10-5*3+20-15,0
01231056,23*1-5*6+10-0,3
01231057,57+32+0+11-0,100
01231058,18+0+32/1-50,0
01231059,50+9-0+21+31,111
01231100,30/1/10/1-0+2,5
01231101,3-2/1+10-0-11,0
01231102,3+0+1-20+11*2,6
01231103,3*10/30/1-1+2,2
01231104,13+1-0-2-10+4,6
01231105,0+52-30-11/1,11
01231106,10*11+6+0-3-2,111
01231107,12-0-17+10+3,8
01231108,8+0-13+10-2*1,3
01231109,31-0-21*1-9-0,1
01231110,12*1-30/1/10,9
01231111,1+13-10/2/1-1,8
01231112,12-31+1*20*1,1
01231113,1-31+13+2*10,3
01231114,11-41+2+0+31,3
01231115,1-11-3+15+0-2,0
01231116,61*1-0-21-31,9
01231117,7+2-1*13+11+0,7
01231118,1*8+10/2*1-13,0
01231119,0-12*1-19+31,0
01231120,1-0+0+21-12-3,7
01231121,0-13*2+21+11,6
01231122,13-10+21-22,2
01231123,2-0+1*13/13*2,4
01231124,20+13-42+11,2
01231125,23-5+11*1-20,9
01231126,10+16-32+12,6
01231127,21+11-20-7+3,8
01231128,30-22/11-18,10
01231129,23-1-19+10/2,8
01231130,30+1*10-32-1,7
01231131,32-13+0-11-1,7
01231132,2-33+0+11+21,1
01231133,1+2*11-3+30*3,110
01231134,12+33-40+1-1,5
01231135,30+12-53+11,0
01231136,0+3-32/1/16+1,2
01231137,33*1/1-7-21-0,5
01231138,10-31+21-3+8,5
01231139,0+19+11-23-3,4
01231140,1*4/10*30-2/1,10
01231141,13-21+14+1-0,7
01231142,11+3-40/2/2+1,5
01231143,0-1+13-24/3+1,5
01231144,40/4+3-21+11,3
01231145,5-4-0-1*21+31,11
01231146,16+3-14/2-0-1,11
01231147,7*10-23-41+1,7
01231148,11+41+38+20,110
01231149,42-3*11+0+91,100
01231150,0+2+13+10-15,10
01231151,15+11-2+0-13,11
01231152,10+21*1-25-3,3
01231153,11+53+3*12-0,100
01231154,0-51+12+3*14,3
01231155,31-25-0+5*1/1,11
01231156,10-61-1+53+2,3
01231157,73+15+0+21+1,110
01231158,0-18+5+32-11,8
01231159,5+1+29*1-1*30,5
01231200,12*10/30+0+2,6
01231201,22+1+1-3-10-0,11
01231202,0-20+2*12-3-1,0
01231203,1+30/1*2/20+3,7
01231204,20*12/4/10/3,2
01231205,30-5+0-22+1/1,4
01231206,2-6+23+0-10/1,9
01231207,27+0-3-1*1-20,3
01231208,21-0+31*2-80,3
01231209,0-0+11+29-32,8
01231210,1+11-20+30/2,7
01231211,2*2+0-11+13+1,7
01231212,2*12-32+10+1,3
01231213,0+11+32-32-1,10
01231214,0-34+2*11+21,9
01231215,21-3-0+2-15/1,5
01231216,16-0-2*13/2+1,4
01231217,7-2-12-3+10+1,1
01231218,13+8-21+10/2,5
01231219,22+1-31-0+9*1,1
01231220,22-10*2-3-0+1,0
01231221,21-0+31-21*2,10
01231222,22-32+0+12+1,3
01231223,13-30-2/2+21,3
01231224,2+12-34/1+20,0
01231225,2-0+3+15-21+2,1
01231226,63-22-21-10,10
01231227,13-10+22-7*2,11
01231228,8+20-22/1-1-3,2
01231229,12+91+20/2-3,110
01231230,3-30-2+21+10,2
01231231,0-3+13-21/21,9
01231232,13+0+21-23-2,9
01231233,31-2-23*1-0-3,3
01231234,34/1+0-22/1-3,9
01231235,21+31-52+3+0,3
01231236,23*6*1/23-1+0,5
01231237,32-31+2*7-10,5
01231238,3-80/12*3+21,4
01231239,10*3-92/12*3,7
01231240,0-12/1-0+23-4,7
01231241,43/1-11+0-22,10
01231242,22-41+1+20+3,5
01231243,42+0-1-12*3-3,2
01231244,3+14-10-2/4*2,6
01231245,34-1-50+22+1,6
01231246,2+30-11*4+6*2,0
01231247,3+21+14+72+0,110
01231248,32+12+8-40-1,11
01231249,9+24+10-32-1,10
01231250,0+0-21-12+35,2
01231251,5*12*3/20+1/1,10
01231252,3/2+5/10*21-2,10
01231253,21+30/3-25-1,5
01231254,1+5-24+0+21+3,6
01231255,51+20/2-53/1,8
01231256,30+12-56+21,7
01231257,20-13*1*2+5+7,6
01231258,18-2*13-0+5*2,2
01231259,9+10-15-2*2+3,3
01231300,1-0-23-1+30+0,7
01231301,0+0-1-13+12+3,1
01231302,23-0-23-0+11,11
01231303,30+3+10/2-31,7
01231304,0+4-13+0+13+2,6
01231305,35/21*30/10,5
01231306,62-31*1-30+0,1
01231307,7*33/21-10+0,1
01231308,32-10-18+3+0,7
01231309,0-0+9+13/13-2,8
01231310,11+3-13+2-0+0,3
01231311,31+0-11-21+3,2
01231312,0-13+32-12+1,8
01231313,20-3*13*1/3/1,7
01231314,30+12/4-11*3,0
01231315,1*21+5*3-30/1,6
01231316,13-6+13-10*2,0
01231317,10-1*17*2+33,9
01231318,33+80*1+1-1-2,111
01231319,19+13-31-0+2,3
01231320,10-3+21+3-20,11
01231321,11*10+32-32,110
01231322,21-10*3/2+3+2,11
01231323,3-2-3+20-3-11,4
01231324,34-2-13-10+2,11
01231325,2*5+3-0+21-31,3
01231326,26-23+11+0-3,11
01231327,3+7+3*2+11-20,7
01231328,22+0+18-3*13,1
01231329,33/11-20+9*2,1
01231330,33-0-12-13-0,8
01231331,0+1+33-1-23/1,10
01231332,0-33+1+32+2*1,2
01231333,13+3-1*33+20,3
01231334,42-31-1+0-3*3,1
01231335,51-33-0+2-13,7
01231336,21+0-3*16+33,6
01231337,33-17+2+0-13,5
01231338,28+13-13*3+0,2
01231339,1*3*21-30-9*3,6
01231340,10+0+23-31+4,6
01231341,2/1-11-4*3+30,9
01231342,1/32*10*32-4,6
01231343,4+12/3-10+3+3,4
01231344,41-43+12-0-3,7
01231345,15+30-42+1-3,1
01231346,0-13-6*2+31-4,2
01231347,10-42*1+33+7,8
01231348,20/1+81/3-43,4
01231349,29+0+14-33/1,10
01231350,0+31+1+3-25+0,10
01231351,3+0+5/1+12-13,7
01231352,1*5+0+23*1-23,5
01231353,0+5-13+31-23,0
01231354,4-32*1-0+35/1,7
01231355,51+0+35+21+3,110
01231356,30*2-15-36-1,8
01231357,53+0-13-17*2,6
01231358,3+32+0+81-5-1,110
01231359,13-29+51-30,5
01231400,13-20+0+4+10,7
01231401,14-23+1*10-0,1
01231402,40-2-12*3+1+0,3
01231403,30+4-13+0-21,0
01231404,0-21-4+34/1-0,9
01231405,2*4-3-10+0+15,10
01231406,20+41-63+10,8
01231407,3*14-20-0-17,5
01231408,18-0+0+23-41,0
01231409,90-4+13+0+2-1,100
01231410,13-4+0-0-11+2,0
01231411,0-14+1-3+21-1,4
01231412,4+11+30-2*21,3
01231413,34*1-3*10+1*2,6
01231414,0+3+14*1/14*2,5
01231415,11+50-12-43,6
01231416,0+3*11-26-1-4,2
01231417,13-0-1-12+7+4,11
01231418,23+8+10-41/1,0
01231419,24-9-11+10-3,11
01231420,10-41+2*20-3,6
01231421,0-21/21*3+4*1,1
01231422,20+23*1-42/1,1
01231423,3-1-0+31-4-22,7
01231424,13+2/2-10/4*4,4
01231425,5-0+23-24*1*1,4
01231426,0-4-21+32-6+1,2
01231427,13-27-10+24,0
01231428,31+21-8-40-2,2
01231429,9*10+24+1-2-3,110
01231430,43-11-23-0-0,9
01231431,11-10-32+34,3
01231432,31+10/2-32-4,0
01231433,13+1*20-33+4,4
